seriesid,date,statefips,countyfips,state,county,labforce,employed,unemployed,urate
CN0810500000000,2022-04-01,08,105,CO,Rio Grande County,5022,4812,210,4.2
CN0810700000000,2022-04-01,08,107,CO,Routt County,14984,14572,412,2.7
CN0810900000000,2022-04-01,08,109,CO,Saguache County,3201,3089,112,3.5
CN0811100000000,2022-04-01,08,111,CO,San Juan County,488,473,15,3.1
CN0811300000000,2022-04-01,08,113,CO,San Miguel County,4761,4488,273,5.7
CN0811500000000,2022-04-01,08,115,CO,Sedgwick County,992,966,26,2.6
CN0811700000000,2022-04-01,08,117,CO,Summit County,22151,21685,466,2.1
CN0811900000000,2022-04-01,08,119,CO,Teller County,13368,12972,396,3
CN0812100000000,2022-04-01,08,121,CO,Washington County,2596,2530,66,2.5
CN0812300000000,2022-04-01,08,123,CO,Weld County,166993,161687,5306,3.2
CN0812500000000,2022-04-01,08,125,CO,Yuma County,5160,5053,107,2.1
CN0900100000000,2022-04-01,09,001,CT,Fairfield County,484274,465096,19178,4
CN0900300000000,2022-04-01,09,003,CT,Hartford County,482493,461315,21178,4.4
CN0900500000000,2022-04-01,09,005,CT,Litchfield County,105338,101403,3935,3.7
CN0900700000000,2022-04-01,09,007,CT,Middlesex County,94561,91347,3214,3.4
CN0900900000000,2022-04-01,09,009,CT,New Haven County,471034,451622,19412,4.1
CN0901100000000,2022-04-01,09,011,CT,New London County,133852,128478,5374,4
CN0901300000000,2022-04-01,09,013,CT,Tolland County,86664,83784,2880,3.3
CN0901500000000,2022-04-01,09,015,CT,Windham County,64176,61643,2533,3.9
CN1000100000000,2022-04-01,10,001,DE,Kent County,81104,77257,3847,4.7
CN1000300000000,2022-04-01,10,003,DE,New Castle County,305635,293417,12218,4
CN1000500000000,2022-04-01,10,005,DE,Sussex County,110686,106039,4647,4.2
CN1100100000000,2022-04-01,11,001,DC,District of Columbia,386488,370349,16139,4.2
CN1200100000000,2022-04-01,12,001,FL,Alachua County,141919,138315,3604,2.5
CN1200300000000,2022-04-01,12,003,FL,Baker County,12460,12149,311,2.5
CN1200500000000,2022-04-01,12,005,FL,Bay County,87017,84936,2081,2.4
CN1200700000000,2022-04-01,12,007,FL,Bradford County,10937,10615,322,2.9
CN1200900000000,2022-04-01,12,009,FL,Brevard County,292727,285085,7642,2.6
CN1201100000000,2022-04-01,12,011,FL,Broward County,1055128,1026365,28763,2.7
CN1201300000000,2022-04-01,12,013,FL,Calhoun County,4817,4675,142,2.9
CN1201500000000,2022-04-01,12,015,FL,Charlotte County,76320,74158,2162,2.8
CN1201700000000,2022-04-01,12,017,FL,Citrus County,49045,47270,1775,3.6
CN1201900000000,2022-04-01,12,019,FL,Clay County,111444,108773,2671,2.4
CN1202100000000,2022-04-01,12,021,FL,Collier County,190619,186301,4318,2.3
CN1202300000000,2022-04-01,12,023,FL,Columbia County,29546,28668,878,3
CN1202700000000,2022-04-01,12,027,FL,DeSoto County,13829,13439,390,2.8
CN1202900000000,2022-04-01,12,029,FL,Dixie County,5842,5667,175,3
CN1203100000000,2022-04-01,12,031,FL,Duval County,505164,490790,14374,2.8
CN1203300000000,2022-04-01,12,033,FL,Escambia County,148093,143922,4171,2.8
CN1203500000000,2022-04-01,12,035,FL,Flagler County,49799,48296,1503,3
CN1203700000000,2022-04-01,12,037,FL,Franklin County,4865,4744,121,2.5
CN1203900000000,2022-04-01,12,039,FL,Gadsden County,19060,18385,675,3.5
CN1204100000000,2022-04-01,12,041,FL,Gilchrist County,7405,7206,199,2.7
CN1204300000000,2022-04-01,12,043,FL,Glades County,5144,5004,140,2.7
CN1204500000000,2022-04-01,12,045,FL,Gulf County,5363,5240,123,2.3
CN1204700000000,2022-04-01,12,047,FL,Hamilton County,4115,3960,155,3.8
CN1204900000000,2022-04-01,12,049,FL,Hardee County,8734,8438,296,3.4
CN1205100000000,2022-04-01,12,051,FL,Hendry County,15654,15051,603,3.9
CN1205300000000,2022-04-01,12,053,FL,Hernando County,76129,73629,2500,3.3
CN1205500000000,2022-04-01,12,055,FL,Highlands County,36211,34853,1358,3.8
CN1205700000000,2022-04-01,12,057,FL,Hillsborough County,797466,776956,20510,2.6
CN1205900000000,2022-04-01,12,059,FL,Holmes County,6965,6772,193,2.8
CN1206100000000,2022-04-01,12,061,FL,Indian River County,67976,65877,2099,3.1
CN1206300000000,2022-04-01,12,063,FL,Jackson County,16633,16125,508,3.1
CN1206500000000,2022-04-01,12,065,FL,Jefferson County,5726,5560,166,2.9
CN1206700000000,2022-04-01,12,067,FL,Lafayette County,2791,2708,83,3
CN1206900000000,2022-04-01,12,069,FL,Lake County,168687,163955,4732,2.8
CN1207100000000,2022-04-01,12,071,FL,Lee County,372457,362947,9510,2.6
CN1207300000000,2022-04-01,12,073,FL,Leon County,159730,155269,4461,2.8
CN1207500000000,2022-04-01,12,075,FL,Levy County,17070,16527,543,3.2
CN1207700000000,2022-04-01,12,077,FL,Liberty County,2614,2539,75,2.9
CN1207900000000,2022-04-01,12,079,FL,Madison County,7800,7557,243,3.1
CN1208100000000,2022-04-01,12,081,FL,Manatee County,185465,180794,4671,2.5
CN1208300000000,2022-04-01,12,083,FL,Marion County,146503,141928,4575,3.1
CN1208500000000,2022-04-01,12,085,FL,Martin County,75567,73753,1814,2.4
CN1208600000000,2022-04-01,12,086,FL,Miami-Dade County,1361251,1325974,35277,2.6
CN1208700000000,2022-04-01,12,087,FL,Monroe County,49227,48408,819,1.7
CN1208900000000,2022-04-01,12,089,FL,Nassau County,44033,43032,1001,2.3
CN1209100000000,2022-04-01,12,091,FL,Okaloosa County,102719,100454,2265,2.2
CN1209300000000,2022-04-01,12,093,FL,Okeechobee County,17510,17011,499,2.8
CN1209500000000,2022-04-01,12,095,FL,Orange County,781831,760280,21551,2.8
CN1209700000000,2022-04-01,12,097,FL,Osceola County,194661,188301,6360,3.3
CN1209900000000,2022-04-01,12,099,FL,Palm Beach County,759864,739778,20086,2.6
CN1210100000000,2022-04-01,12,101,FL,Pasco County,255662,248557,7105,2.8
CN1210300000000,2022-04-01,12,103,FL,Pinellas County,505533,493391,12142,2.4
CN1210500000000,2022-04-01,12,105,FL,Polk County,335912,325138,10774,3.2
CN1210700000000,2022-04-01,12,107,FL,Putnam County,27467,26415,1052,3.8
CN1210900000000,2022-04-01,12,109,FL,St. Johns County,147114,144053,3061,2.1
CN1211100000000,2022-04-01,12,111,FL,St. Lucie County,154425,149551,4874,3.2
CN1211300000000,2022-04-01,12,113,FL,Santa Rosa County,86874,84810,2064,2.4
CN1211500000000,2022-04-01,12,115,FL,Sarasota County,194603,189704,4899,2.5
CN1211700000000,2022-04-01,12,117,FL,Seminole County,260067,253663,6404,2.5
CN1211900000000,2022-04-01,12,119,FL,Sumter County,36793,35514,1279,3.5
CN1212100000000,2022-04-01,12,121,FL,Suwannee County,17310,16797,513,3
CN1212300000000,2022-04-01,12,123,FL,Taylor County,8033,7783,250,3.1
CN1212500000000,2022-04-01,12,125,FL,Union County,4462,4353,109,2.4
CN1212700000000,2022-04-01,12,127,FL,Volusia County,262856,255276,7580,2.9
CN1212900000000,2022-04-01,12,129,FL,Wakulla County,15960,15583,377,2.4
CN1213100000000,2022-04-01,12,131,FL,Walton County,34791,34004,787,2.3
CN1213300000000,2022-04-01,12,133,FL,Washington County,9689,9395,294,3
CN1300100000000,2022-04-01,13,001,GA,Appling County,9444,9168,276,2.9
CN1300300000000,2022-04-01,13,003,GA,Atkinson County,4448,4346,102,2.3
CN1300500000000,2022-04-01,13,005,GA,Bacon County,4819,4702,117,2.4
CN1300700000000,2022-04-01,13,007,GA,Baker County,1139,1098,41,3.6
CN1300900000000,2022-04-01,13,009,GA,Baldwin County,17652,17087,565,3.2
CN1301100000000,2022-04-01,13,011,GA,Banks County,10966,10774,192,1.8
CN1301300000000,2022-04-01,13,013,GA,Barrow County,42805,41943,862,2
CN1301500000000,2022-04-01,13,015,GA,Bartow County,51975,50751,1224,2.4
CN1301700000000,2022-04-01,13,017,GA,Ben Hill County,5582,5387,195,3.5
CN1301900000000,2022-04-01,13,019,GA,Berrien County,7845,7639,206,2.6
CN1302100000000,2022-04-01,13,021,GA,Bibb County,65465,63377,2088,3.2
CN1302300000000,2022-04-01,13,023,GA,Bleckley County,4600,4448,152,3.3
CN1302500000000,2022-04-01,13,025,GA,Brantley County,7354,7149,205,2.8
CN1302700000000,2022-04-01,13,027,GA,Brooks County,6763,6601,162,2.4
CN1302900000000,2022-04-01,13,029,GA,Bryan County,20181,19766,415,2.1
CN1303100000000,2022-04-01,13,031,GA,Bulloch County,38279,37246,1033,2.7
CN1303300000000,2022-04-01,13,033,GA,Burke County,9160,8742,418,4.6
CN1303500000000,2022-04-01,13,035,GA,Butts County,11272,11010,262,2.3
CN1303700000000,2022-04-01,13,037,GA,Calhoun County,2212,2153,59,2.7
CN1303900000000,2022-04-01,13,039,GA,Camden County,21671,21135,536,2.5
CN1304300000000,2022-04-01,13,043,GA,Candler County,6173,6049,124,2
CN1304500000000,2022-04-01,13,045,GA,Carroll County,56893,55466,1427,2.5
CN1304700000000,2022-04-01,13,047,GA,Catoosa County,33080,32363,717,2.2
CN1304900000000,2022-04-01,13,049,GA,Charlton County,5098,4960,138,2.7
CN1305100000000,2022-04-01,13,051,GA,Chatham County,144589,140794,3795,2.6
CN1305300000000,2022-04-01,13,053,GA,Chattahoochee County,1899,1823,76,4
CN1305500000000,2022-04-01,13,055,GA,Chattooga County,9381,8931,450,4.8
CN1305700000000,2022-04-01,13,057,GA,Cherokee County,141874,139182,2692,1.9
CN1305900000000,2022-04-01,13,059,GA,Clarke County,57589,56089,1500,2.6
CN1306100000000,2022-04-01,13,061,GA,Clay County,859,806,53,6.2
CN1306300000000,2022-04-01,13,063,GA,Clayton County,139390,134519,4871,3.5
CN1306500000000,2022-04-01,13,065,GA,Clinch County,3097,3030,67,2.2
CN1306700000000,2022-04-01,13,067,GA,Cobb County,428985,419670,9315,2.2
CN1306900000000,2022-04-01,13,069,GA,Coffee County,18617,18043,574,3.1
CN1307100000000,2022-04-01,13,071,GA,Colquitt County,22079,21552,527,2.4
CN1307300000000,2022-04-01,13,073,GA,Columbia County,76903,75183,1720,2.2
CN1307500000000,2022-04-01,13,075,GA,Cook County,8256,8036,220,2.7
CN1307700000000,2022-04-01,13,077,GA,Coweta County,77292,75563,1729,2.2
CN1307900000000,2022-04-01,13,079,GA,Crawford County,5383,5250,133,2.5
CN1308100000000,2022-04-01,13,081,GA,Crisp County,9723,9373,350,3.6
CN1308300000000,2022-04-01,13,083,GA,Dade County,7966,7802,164,2.1
CN1308500000000,2022-04-01,13,085,GA,Dawson County,13361,13088,273,2
CN1308700000000,2022-04-01,13,087,GA,Decatur County,11929,11618,311,2.6
CN1308900000000,2022-04-01,13,089,GA,DeKalb County,402953,391848,11105,2.8
CN1309100000000,2022-04-01,13,091,GA,Dodge County,6903,6679,224,3.2
CN1309300000000,2022-04-01,13,093,GA,Dooly County,4699,4531,168,3.6
CN1309500000000,2022-04-01,13,095,GA,Dougherty County,36214,34863,1351,3.7
CN1309700000000,2022-04-01,13,097,GA,Douglas County,74641,72567,2074,2.8
CN1309900000000,2022-04-01,13,099,GA,Early County,4425,4283,142,3.2
CN1310100000000,2022-04-01,13,101,GA,Echols County,1907,1869,38,2
CN1310300000000,2022-04-01,13,103,GA,Effingham County,33767,33047,720,2.1
CN1310500000000,2022-04-01,13,105,GA,Elbert County,7864,7626,238,3
CN1310700000000,2022-04-01,13,107,GA,Emanuel County,8644,8355,289,3.3
CN1310900000000,2022-04-01,13,109,GA,Evans County,5052,4926,126,2.5
CN1311100000000,2022-04-01,13,111,GA,Fannin County,11854,11602,252,2.1
CN1311300000000,2022-04-01,13,113,GA,Fayette County,59160,57924,1236,2.1
CN1311500000000,2022-04-01,13,115,GA,Floyd County,43130,41982,1148,2.7
CN1311700000000,2022-04-01,13,117,GA,Forsyth County,129445,127050,2395,1.9
CN1311900000000,2022-04-01,13,119,GA,Franklin County,10020,9781,239,2.4
CN1312100000000,2022-04-01,13,121,GA,Fulton County,572263,556527,15736,2.7
CN1312300000000,2022-04-01,13,123,GA,Gilmer County,12424,12119,305,2.5
CN1312500000000,2022-04-01,13,125,GA,Glascock County,1272,1243,29,2.3
CN1312700000000,2022-04-01,13,127,GA,Glynn County,39248,38248,1000,2.5
CN1312900000000,2022-04-01,13,129,GA,Gordon County,28704,28022,682,2.4
CN1313100000000,2022-04-01,13,131,GA,Grady County,11102,10819,283,2.5
CN1313300000000,2022-04-01,13,133,GA,Greene County,7219,7033,186,2.6
CN1313500000000,2022-04-01,13,135,GA,Gwinnett County,498201,486952,11249,2.3
CN1313700000000,2022-04-01,13,137,GA,Habersham County,18708,18263,445,2.4
CN1313900000000,2022-04-01,13,139,GA,Hall County,106578,104527,2051,1.9
CN1314100000000,2022-04-01,13,141,GA,Hancock County,2521,2419,102,4
CN1314300000000,2022-04-01,13,143,GA,Haralson County,12933,12612,321,2.5
CN1314500000000,2022-04-01,13,145,GA,Harris County,16706,16332,374,2.2
CN1314700000000,2022-04-01,13,147,GA,Hart County,12114,11823,291,2.4
CN1314900000000,2022-04-01,13,149,GA,Heard County,5301,5169,132,2.5
CN1315100000000,2022-04-01,13,151,GA,Henry County,119926,116663,3263,2.7
CN1315300000000,2022-04-01,13,153,GA,Houston County,70653,68864,1789,2.5
CN1315500000000,2022-04-01,13,155,GA,Irwin County,3599,3487,112,3.1
CN1315700000000,2022-04-01,13,157,GA,Jackson County,46317,45544,773,1.7
CN1315900000000,2022-04-01,13,159,GA,Jasper County,7182,7021,161,2.2
CN1316100000000,2022-04-01,13,161,GA,Jeff Davis County,6201,6033,168,2.7
CN1316300000000,2022-04-01,13,163,GA,Jefferson County,6608,6384,224,3.4
CN1316500000000,2022-04-01,13,165,GA,Jenkins County,3320,3203,117,3.5
CN1316700000000,2022-04-01,13,167,GA,Johnson County,4018,3920,98,2.4
CN1316900000000,2022-04-01,13,169,GA,Jones County,13343,13029,314,2.4
CN1317100000000,2022-04-01,13,171,GA,Lamar County,8329,8102,227,2.7
CN1317300000000,2022-04-01,13,173,GA,Lanier County,3786,3684,102,2.7
CN1317500000000,2022-04-01,13,175,GA,Laurens County,19129,18515,614,3.2
CN1317700000000,2022-04-01,13,177,GA,Lee County,14979,14609,370,2.5
CN1317900000000,2022-04-01,13,179,GA,Liberty County,26119,25375,744,2.8
CN1318100000000,2022-04-01,13,181,GA,Lincoln County,3575,3470,105,2.9
CN1318300000000,2022-04-01,13,183,GA,Long County,8500,8267,233,2.7
CN1318500000000,2022-04-01,13,185,GA,Lowndes County,50581,49236,1345,2.7
CN1318700000000,2022-04-01,13,187,GA,Lumpkin County,18676,18335,341,1.8
CN1318900000000,2022-04-01,13,189,GA,McDuffie County,8502,8196,306,3.6
CN1319100000000,2022-04-01,13,191,GA,McIntosh County,6171,6013,158,2.6
CN1319300000000,2022-04-01,13,193,GA,Macon County,4591,4432,159,3.5
CN1319500000000,2022-04-01,13,195,GA,Madison County,13316,13004,312,2.3
CN1319700000000,2022-04-01,13,197,GA,Marion County,3216,3130,86,2.7
CN1319900000000,2022-04-01,13,199,GA,Meriwether County,8947,8652,295,3.3
CN1320100000000,2022-04-01,13,201,GA,Miller County,2881,2816,65,2.3
CN1320500000000,2022-04-01,13,205,GA,Mitchell County,8253,7976,277,3.4
CN1320700000000,2022-04-01,13,207,GA,Monroe County,12809,12530,279,2.2
CN1320900000000,2022-04-01,13,209,GA,Montgomery County,3827,3715,112,2.9
CN1321100000000,2022-04-01,13,211,GA,Morgan County,9680,9463,217,2.2
CN1321300000000,2022-04-01,13,213,GA,Murray County,15309,14868,441,2.9
CN1321500000000,2022-04-01,13,215,GA,Muscogee County,74756,72127,2629,3.5
CN1321700000000,2022-04-01,13,217,GA,Newton County,53942,52391,1551,2.9
CN1321900000000,2022-04-01,13,219,GA,Oconee County,19930,19571,359,1.8
CN1322100000000,2022-04-01,13,221,GA,Oglethorpe County,6907,6760,147,2.1
CN1322300000000,2022-04-01,13,223,GA,Paulding County,90882,88917,1965,2.2
CN1322500000000,2022-04-01,13,225,GA,Peach County,11860,11499,361,3
CN1322700000000,2022-04-01,13,227,GA,Pickens County,15827,15485,342,2.2
CN1322900000000,2022-04-01,13,229,GA,Pierce County,8894,8705,189,2.1
CN1323100000000,2022-04-01,13,231,GA,Pike County,9142,8954,188,2.1
CN1323300000000,2022-04-01,13,233,GA,Polk County,18417,17976,441,2.4
CN1323500000000,2022-04-01,13,235,GA,Pulaski County,4013,3907,106,2.6
CN1323700000000,2022-04-01,13,237,GA,Putnam County,8790,8532,258,2.9
CN1323900000000,2022-04-01,13,239,GA,Quitman County,746,722,24,3.2
CN1324100000000,2022-04-01,13,241,GA,Rabun County,7767,7590,177,2.3
CN1324300000000,2022-04-01,13,243,GA,Randolph County,2389,2297,92,3.9
CN1324500000000,2022-04-01,13,245,GA,Richmond County,83658,80729,2929,3.5
CN1324700000000,2022-04-01,13,247,GA,Rockdale County,44983,43612,1371,3
CN1324900000000,2022-04-01,13,249,GA,Schley County,2135,2067,68,3.2
CN1325100000000,2022-04-01,13,251,GA,Screven County,5023,4853,170,3.4
CN1325300000000,2022-04-01,13,253,GA,Seminole County,3107,3018,89,2.9
CN1325500000000,2022-04-01,13,255,GA,Spalding County,29131,28342,789,2.7
CN1325700000000,2022-04-01,13,257,GA,Stephens County,10715,10429,286,2.7
CN1325900000000,2022-04-01,13,259,GA,Stewart County,2587,2507,80,3.1
CN1326100000000,2022-04-01,13,261,GA,Sumter County,12121,11707,414,3.4
CN1326300000000,2022-04-01,13,263,GA,Talbot County,2791,2708,83,3
CN1326500000000,2022-04-01,13,265,GA,Taliaferro County,529,514,15,2.8
CN1326700000000,2022-04-01,13,267,GA,Tattnall County,9505,9257,248,2.6
CN1326900000000,2022-04-01,13,269,GA,Taylor County,2615,2509,106,4.1
CN1327100000000,2022-04-01,13,271,GA,Telfair County,3687,3532,155,4.2
CN1327300000000,2022-04-01,13,273,GA,Terrell County,3471,3330,141,4.1
CN1327500000000,2022-04-01,13,275,GA,Thomas County,17095,16592,503,2.9
CN1327700000000,2022-04-01,13,277,GA,Tift County,21124,20647,477,2.3
CN1327900000000,2022-04-01,13,279,GA,Toombs County,12033,11675,358,3
CN1328100000000,2022-04-01,13,281,GA,Towns County,3895,3766,129,3.3
CN1328300000000,2022-04-01,13,283,GA,Treutlen County,2614,2538,76,2.9
CN1328500000000,2022-04-01,13,285,GA,Troup County,36769,35852,917,2.5
CN1328700000000,2022-04-01,13,287,GA,Turner County,3155,3043,112,3.5
CN1328900000000,2022-04-01,13,289,GA,Twiggs County,2731,2619,112,4.1
CN1329100000000,2022-04-01,13,291,GA,Union County,11532,11293,239,2.1
CN1329300000000,2022-04-01,13,293,GA,Upson County,11754,11468,286,2.4
CN1329500000000,2022-04-01,13,295,GA,Walker County,30926,30179,747,2.4
CN1329700000000,2022-04-01,13,297,GA,Walton County,47720,46628,1092,2.3
CN1329900000000,2022-04-01,13,299,GA,Ware County,15838,15464,374,2.4
CN1330100000000,2022-04-01,13,301,GA,Warren County,2671,2597,74,2.8
CN1330300000000,2022-04-01,13,303,GA,Washington County,6886,6656,230,3.3
CN1330500000000,2022-04-01,13,305,GA,Wayne County,11938,11632,306,2.6
CN1330700000000,2022-04-01,13,307,GA,Webster County,994,964,30,3
CN1330900000000,2022-04-01,13,309,GA,Wheeler County,1667,1600,67,4
CN1331100000000,2022-04-01,13,311,GA,White County,16766,16452,314,1.9
CN1331300000000,2022-04-01,13,313,GA,Whitfield County,43006,41768,1238,2.9
CN1331500000000,2022-04-01,13,315,GA,Wilcox County,2706,2621,85,3.1
CN1331700000000,2022-04-01,13,317,GA,Wilkes County,3669,3539,130,3.5
CN1331900000000,2022-04-01,13,319,GA,Wilkinson County,3939,3834,105,2.7
CN1332100000000,2022-04-01,13,321,GA,Worth County,8739,8515,224,2.6
CN1500100000000,2022-04-01,15,001,HI,Hawaii County,93803,90790,3013,3.2
CN1500300000000,2022-04-01,15,003,HI,Honolulu County/city,456729,442563,14166,3.1
CN1500700000000,2022-04-01,15,007,HI,Kauai County,36324,35119,1205,3.3
CN1500900000000,2022-04-01,15,009,HI,Maui County,86688,83896,2792,3.2
CN1600100000000,2022-04-01,16,001,ID,Ada County,276105,270386,5719,2.1
CN1600300000000,2022-04-01,16,003,ID,Adams County,1739,1620,119,6.8
CN1600500000000,2022-04-01,16,005,ID,Bannock County,44314,43192,1122,2.5
CN1600700000000,2022-04-01,16,007,ID,Bear Lake County,3223,3135,88,2.7
CN1600900000000,2022-04-01,16,009,ID,Benewah County,4162,3942,220,5.3
CN1601100000000,2022-04-01,16,011,ID,Bingham County,25106,24533,573,2.3
CN1601300000000,2022-04-01,16,013,ID,Blaine County,12916,12566,350,2.7
CN1601500000000,2022-04-01,16,015,ID,Boise County,3842,3690,152,4
CN1601700000000,2022-04-01,16,017,ID,Bonner County,22009,21153,856,3.9
CN1601900000000,2022-04-01,16,019,ID,Bonneville County,62736,61372,1364,2.2
CN1602100000000,2022-04-01,16,021,ID,Boundary County,5807,5569,238,4.1
CN1602300000000,2022-04-01,16,023,ID,Butte County,1498,1452,46,3.1
CN1602500000000,2022-04-01,16,025,ID,Camas County,724,699,25,3.5
CN1602700000000,2022-04-01,16,027,ID,Canyon County,113433,110483,2950,2.6
CN1602900000000,2022-04-01,16,029,ID,Caribou County,4189,4074,115,2.7
CN1603100000000,2022-04-01,16,031,ID,Cassia County,12861,12561,300,2.3
CN1603300000000,2022-04-01,16,033,ID,Clark County,401,386,15,3.7
CN1603500000000,2022-04-01,16,035,ID,Clearwater County,3024,2818,206,6.8
CN1603700000000,2022-04-01,16,037,ID,Custer County,2050,1979,71,3.5
CN1603900000000,2022-04-01,16,039,ID,Elmore County,12026,11704,322,2.7
CN1604100000000,2022-04-01,16,041,ID,Franklin County,7721,7583,138,1.8
CN1604300000000,2022-04-01,16,043,ID,Fremont County,8436,8215,221,2.6
CN1604500000000,2022-04-01,16,045,ID,Gem County,8979,8722,257,2.9
CN1604700000000,2022-04-01,16,047,ID,Gooding County,8503,8303,200,2.4
CN1604900000000,2022-04-01,16,049,ID,Idaho County,6817,6534,283,4.2
CN1605100000000,2022-04-01,16,051,ID,Jefferson County,15180,14878,302,2
CN1605300000000,2022-04-01,16,053,ID,Jerome County,12613,12314,299,2.4
CN1605500000000,2022-04-01,16,055,ID,Kootenai County,83985,81459,2526,3
CN1605700000000,2022-04-01,16,057,ID,Latah County,20764,20249,515,2.5
CN1605900000000,2022-04-01,16,059,ID,Lemhi County,3616,3466,150,4.1
CN1606100000000,2022-04-01,16,061,ID,Lewis County,1664,1594,70,4.2
CN1606300000000,2022-04-01,16,063,ID,Lincoln County,2721,2627,94,3.5
CN1606500000000,2022-04-01,16,065,ID,Madison County,23811,23444,367,1.5
CN1606700000000,2022-04-01,16,067,ID,Minidoka County,12169,11898,271,2.2
CN1606900000000,2022-04-01,16,069,ID,Nez Perce County,21491,20971,520,2.4
CN1607100000000,2022-04-01,16,071,ID,Oneida County,2703,2652,51,1.9
CN1607300000000,2022-04-01,16,073,ID,Owyhee County,5451,5281,170,3.1
CN1607500000000,2022-04-01,16,075,ID,Payette County,12248,11900,348,2.8
CN1607700000000,2022-04-01,16,077,ID,Power County,4384,4273,111,2.5
CN1607900000000,2022-04-01,16,079,ID,Shoshone County,5507,5230,277,5
CN1608100000000,2022-04-01,16,081,ID,Teton County,7151,6979,172,2.4
CN1608300000000,2022-04-01,16,083,ID,Twin Falls County,42966,41912,1054,2.5
CN1608500000000,2022-04-01,16,085,ID,Valley County,5550,5290,260,4.7
CN1608700000000,2022-04-01,16,087,ID,Washington County,4887,4734,153,3.1
CN1700100000000,2022-04-01,17,001,IL,Adams County,30696,29711,985,3.2
CN1700300000000,2022-04-01,17,003,IL,Alexander County,1799,1690,109,6.1
CN1700500000000,2022-04-01,17,005,IL,Bond County,7463,7173,290,3.9
CN1700700000000,2022-04-01,17,007,IL,Boone County,24767,23188,1579,6.4
CN1700900000000,2022-04-01,17,009,IL,Brown County,3046,2980,66,2.2
CN1701100000000,2022-04-01,17,011,IL,Bureau County,16108,15401,707,4.4
CN1701300000000,2022-04-01,17,013,IL,Calhoun County,2160,2082,78,3.6
CN1701500000000,2022-04-01,17,015,IL,Carroll County,7322,7057,265,3.6
CN1701700000000,2022-04-01,17,017,IL,Cass County,5637,5411,226,4
CN1701900000000,2022-04-01,17,019,IL,Champaign County,110952,106943,4009,3.6
CN1702100000000,2022-04-01,17,021,IL,Christian County,13139,12542,597,4.5
CN1702300000000,2022-04-01,17,023,IL,Clark County,7306,7013,293,4
CN1702500000000,2022-04-01,17,025,IL,Clay County,5711,5460,251,4.4
CN1702700000000,2022-04-01,17,027,IL,Clinton County,19847,19299,548,2.8
CN1702900000000,2022-04-01,17,029,IL,Coles County,22870,21915,955,4.2
CN1703100000000,2022-04-01,17,031,IL,Cook County,2673347,2549355,123992,4.6
CN1703300000000,2022-04-01,17,033,IL,Crawford County,8251,7905,346,4.2
CN1703500000000,2022-04-01,17,035,IL,Cumberland County,5931,5743,188,3.2
CN1703700000000,2022-04-01,17,037,IL,DeKalb County,53317,51053,2264,4.2
CN1703900000000,2022-04-01,17,039,IL,De Witt County,7353,7076,277,3.8
CN1704100000000,2022-04-01,17,041,IL,Douglas County,10036,9714,322,3.2
CN1704300000000,2022-04-01,17,043,IL,DuPage County,521657,504436,17221,3.3
CN1704500000000,2022-04-01,17,045,IL,Edgar County,9107,8810,297,3.3
CN1704700000000,2022-04-01,17,047,IL,Edwards County,2406,2302,104,4.3
CN1704900000000,2022-04-01,17,049,IL,Effingham County,19596,19037,559,2.9
CN1705100000000,2022-04-01,17,051,IL,Fayette County,9639,9221,418,4.3
CN1705300000000,2022-04-01,17,053,IL,Ford County,6348,6112,236,3.7
CN1705500000000,2022-04-01,17,055,IL,Franklin County,15817,15034,783,5
CN1705700000000,2022-04-01,17,057,IL,Fulton County,14615,13942,673,4.6
CN1705900000000,2022-04-01,17,059,IL,Gallatin County,1972,1874,98,5
CN1706100000000,2022-04-01,17,061,IL,Greene County,5844,5613,231,4
CN1706300000000,2022-04-01,17,063,IL,Grundy County,26291,25162,1129,4.3
CN1706500000000,2022-04-01,17,065,IL,Hamilton County,4218,4074,144,3.4
